age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augmentation_salaire_precedente_pourcent,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
43,M,5679,Divorce,Consulting,Consultant,3,10,8,7,4,3,2,3,2,3,3,Oui,0.13,Non,1,3,9,5,TransformationDigitale,Frequent,4,7
48,F,15402,Marie,Consulting,SeniorManager,7,21,3,2,4,2,4,1,1,1,3,Non,0.11,Non,1,3,1,4,InfraCloud,Occasionnel,0,2
44,F,5985,Celibataire,RessourcesHumaines,RessourcesHumaines,4,10,2,2,1,2,2,3,2,4,3,Non,0.11,Non,0,1,1,4,InfraCloud,Occasionnel,0,2
34,F,2579,Divorce,Commercial,ReprésentantCommercial,1,8,8,2,3,3,1,3,4,3,3,Oui,0.18,Non,2,3,14,3,Entrepreunariat,Occasionnel,0,6
27,M,3041,Divorce,Commercial,ReprésentantCommercial,0,5,4,3,3,3,1,1,2,3,3,Non,0.11,Oui,1,3,2,1,Marketing,Occasionnel,0,2
21,M,3447,Celibataire,Commercial,ReprésentantCommercial,1,3,3,2,3,3,1,3,3,3,3,Non,0.11,Non,0,2,22,1,Entrepreunariat,Occasionnel,1,2
44,M,19513,Marie,Consulting,SeniorManager,4,26,2,2,4,3,5,4,1,4,3,Oui,0.12,Non,1,2,3,4,Autre,Occasionnel,0,1
22,M,2773,Marie,Consulting,AssistantdeDirection,0,3,2,2,1,3,1,3,4,3,4,Non,0.2,Non,0,3,6,1,TransformationDigitale,Occasionnel,2,2
33,M,7104,Divorce,Commercial,CadreCommercial,0,6,5,0,3,3,2,3,4,3,3,Non,0.12,Non,0,3,8,4,Marketing,Occasionnel,1,2
32,F,6322,Marie,Consulting,AssistantdeDirection,1,6,6,4,1,3,2,4,4,2,3,Oui,0.12,Non,1,2,9,4,InfraCloud,Occasionnel,0,5
30,F,2083,Divorce,Consulting,AssistantdeDirection,1,1,1,0,3,3,1,3,3,3,4,Non,0.2,Non,1,2,3,3,TransformationDigitale,Frequent,0,0
53,F,8381,Celibataire,Commercial,CadreCommercial,7,18,14,7,4,3,2,1,4,4,4,Non,0.2,Non,0,2,1,1,TransformationDigitale,Occasionnel,8,10
34,M,2691,Marie,Consulting,AssistantdeDirection,1,10,10,9,2,3,1,4,4,2,3,Non,0.12,Non,1,4,1,5,InfraCloud,Occasionnel,8,8
45,F,4286,Marie,Commercial,CadreCommercial,2,5,1,1,1,3,2,1,4,3,3,Non,0.14,Oui,2,4,26,4,InfraCloud,Frequent,0,0
26,F,2659,Marie,Consulting,Consultant,1,3,3,2,3,3,1,4,3,3,3,Oui,0.13,Non,1,2,6,3,InfraCloud,Occasionnel,0,2
37,M,9434,Marie,Consulting,TechLead,1,10,10,7,3,3,3,3,3,3,3,Non,0.15,Non,1,2,3,3,Autre,Occasionnel,7,8
29,F,5561,Marie,Commercial,CadreCommercial,1,6,6,0,2,3,2,3,1,2,3,Non,0.14,Non,1,5,3,2,TransformationDigitale,Occasionnel,1,2
35,M,6646,Celibataire,Consulting,AssistantdeDirection,1,17,17,11,2,1,2,4,2,3,3,Non,0.13,Non,0,3,6,4,InfraCloud,Occasionnel,11,8
33,M,7725,Divorce,Consulting,Manager,3,15,13,11,3,3,2,4,3,1,4,Non,0.23,Non,1,2,6,3,InfraCloud,Frequent,4,7
54,M,10725,Marie,RessourcesHumaines,RessourcesHumaines,2,16,9,7,3,3,3,2,3,4,3,Non,0.15,Non,1,1,19,4,TransformationDigitale,Occasionnel,7,1
36,M,8847,Divorce,Consulting,TechLead,2,13,3,2,2,2,2,2,3,3,3,Oui,0.11,Non,1,2,9,2,TransformationDigitale,Occasionnel,0,2
27,M,2045,Celibataire,Consulting,AssistantdeDirection,0,5,4,2,1,2,1,4,4,3,3,Non,0.13,Non,0,0,3,4,TransformationDigitale,Occasionnel,1,1
20,M,1009,Celibataire,Consulting,AssistantdeDirection,1,1,1,0,4,3,1,3,4,3,3,Oui,0.11,Oui,0,5,10,1,TransformationDigitale,Occasionnel,1,1
33,M,3348,Celibataire,Consulting,AssistantdeDirection,1,10,10,8,1,3,1,1,1,3,3,Oui,0.11,Oui,0,3,3,3,InfraCloud,Frequent,9,7
35,M,1281,Marie,Consulting,Consultant,1,1,1,0,3,2,1,3,3,3,3,Non,0.18,Non,2,3,3,3,InfraCloud,Aucun,0,0
23,M,2819,Marie,Consulting,AssistantdeDirection,2,5,3,2,1,4,1,1,1,4,3,Non,0.16,Non,1,3,4,3,TransformationDigitale,Occasionnel,0,2
25,M,4851,Marie,Commercial,CadreCommercial,0,4,3,2,4,4,2,2,3,3,4,Non,0.22,Non,1,4,8,3,InfraCloud,Occasionnel,1,2
38,F,4028,Celibataire,Commercial,CadreCommercial,0,8,7,7,4,2,2,4,1,3,4,Non,0.2,Non,0,2,7,4,Marketing,Occasionnel,0,5
29,M,2720,Divorce,Consulting,AssistantdeDirection,1,10,10,7,2,1,1,4,4,3,3,Non,0.18,Non,1,5,1,4,InfraCloud,Frequent,2,8
48,M,8120,Marie,Commercial,CadreCommercial,3,12,2,2,2,4,2,2,4,3,3,Non,0.12,Non,0,3,2,1,Marketing,Occasionnel,2,2
27,F,4647,Divorce,Commercial,CadreCommercial,1,6,6,5,4,4,2,4,2,3,4,Oui,0.2,Non,2,3,3,1,TransformationDigitale,Frequent,0,4
37,M,4680,Celibataire,Consulting,AssistantdeDirection,3,4,1,0,4,4,1,4,1,3,3,Non,0.17,Non,0,2,10,2,InfraCloud,Occasionnel,0,0
50,M,3221,Marie,Consulting,Consultant,1,20,20,8,4,4,1,3,3,3,3,Oui,0.11,Non,3,3,28,1,TransformationDigitale,Occasionnel,3,8
34,F,8621,Celibataire,Consulting,Manager,1,9,8,7,4,2,3,2,2,4,3,Non,0.14,Non,0,3,9,3,TransformationDigitale,Occasionnel,7,7
24,F,4577,Celibataire,Commercial,CadreCommercial,9,4,2,2,1,3,2,3,1,3,3,Non,0.14,Oui,0,3,3,2,InfraCloud,Occasionnel,2,0
39,F,4553,Celibataire,Consulting,Manager,1,20,20,7,4,2,2,3,1,3,3,Non,0.11,Non,0,4,2,4,Entrepreunariat,Occasionnel,11,10
32,M,5396,Celibataire,Commercial,CadreCommercial,1,10,10,7,4,3,2,4,4,2,3,Non,0.12,Non,0,2,10,3,Marketing,Occasionnel,0,8
50,M,6796,Marie,Commercial,CadreCommercial,3,18,4,3,2,3,2,3,1,3,3,Oui,0.14,Oui,1,4,8,2,Entrepreunariat,Frequent,1,3
38,F,7625,Celibataire,Consulting,Manager,0,10,9,7,2,4,2,4,3,2,3,Non,0.13,Non,0,4,1,4,InfraCloud,Occasionnel,1,8
27,F,7412,Marie,Consulting,TechLead,1,9,9,7,3,3,3,1,4,3,3,Non,0.11,Non,0,3,1,2,InfraCloud,Occasionnel,0,7
32,F,11159,Celibataire,Consulting,DirecteurTechnique,3,10,7,7,3,3,3,4,4,3,3,Non,0.15,Non,0,6,3,2,InfraCloud,Occasionnel,7,7
47,M,4960,Celibataire,Commercial,CadreCommercial,2,20,7,7,4,3,2,1,4,3,3,Non,0.12,Non,0,2,14,4,Marketing,Occasionnel,1,7
40,M,10475,Marie,Commercial,CadreCommercial,5,20,18,13,4,2,3,1,3,3,4,Oui,0.21,Non,1,2,5,4,InfraCloud,Frequent,1,12
53,M,14814,Marie,Consulting,DirecteurTechnique,3,32,5,1,3,4,4,3,3,3,3,Non,0.19,Non,0,3,7,3,InfraCloud,Occasionnel,1,3
41,M,19141,Divorce,RessourcesHumaines,SeniorManager,3,23,21,6,2,2,5,4,2,2,3,Non,0.15,Non,3,2,10,4,RessourcesHumaines,Occasionnel,12,6
60,M,5405,Celibataire,Commercial,CadreCommercial,8,10,2,2,1,3,2,1,4,3,3,Non,0.14,Non,0,1,16,4,Marketing,Occasionnel,2,2
27,M,8793,Divorce,Consulting,TechLead,1,9,9,7,4,3,3,1,3,2,4,Non,0.21,Non,2,4,10,2,InfraCloud,Frequent,1,7
41,M,19189,Marie,RessourcesHumaines,SeniorManager,1,22,22,7,4,2,5,3,2,3,3,Non,0.12,Non,1,3,1,3,RessourcesHumaines,Occasionnel,2,10
50,M,3875,Marie,Commercial,ReprésentantCommercial,7,4,2,2,4,3,1,2,4,3,3,Non,0.15,Non,1,2,8,4,Marketing,Occasionnel,2,2
28,F,2216,Celibataire,Consulting,AssistantdeDirection,7,10,7,7,1,1,1,2,4,3,3,Oui,0.13,Oui,0,4,1,2,InfraCloud,Occasionnel,3,7
36,F,11713,Marie,Consulting,DirecteurTechnique,9,10,8,7,1,4,3,1,1,3,3,Non,0.14,Non,1,2,8,3,InfraCloud,Aucun,0,5
38,F,7861,Celibataire,Consulting,TechLead,4,10,1,0,3,3,3,3,4,4,3,Oui,0.14,Non,0,4,1,3,InfraCloud,Occasionnel,0,0
44,M,3708,Celibataire,Consulting,Consultant,2,9,5,2,1,1,1,3,3,3,3,Non,0.14,Non,0,5,24,3,TransformationDigitale,Aucun,1,4
47,F,13770,Divorce,Commercial,CadreCommercial,9,28,22,2,4,3,4,3,4,2,3,Oui,0.12,Non,2,2,3,3,TransformationDigitale,Frequent,11,13
30,M,5304,Divorce,Commercial,CadreCommercial,7,10,8,7,3,3,2,4,4,2,4,Non,0.23,Non,1,2,27,5,Marketing,Occasionnel,7,7
29,M,2642,Celibataire,Commercial,ReprésentantCommercial,1,1,1,0,3,3,1,3,3,3,3,Non,0.11,Non,0,6,10,3,InfraCloud,Occasionnel,0,0
42,M,2759,Divorce,Consulting,AssistantdeDirection,6,7,2,2,3,4,1,3,4,3,3,Oui,0.12,Oui,0,2,19,3,TransformationDigitale,Frequent,2,2
43,M,6804,Marie,Commercial,CadreCommercial,3,7,2,2,4,2,2,4,3,3,3,Non,0.18,Non,1,5,15,3,InfraCloud,Frequent,2,2
34,F,6142,Celibataire,Consulting,Manager,3,10,5,1,2,3,2,3,4,3,3,Non,0.11,Non,0,2,8,2,TransformationDigitale,Occasionnel,4,3
23,M,2500,Marie,Consulting,Consultant,1,5,4,3,2,3,1,1,4,4,3,Non,0.14,Non,1,2,9,1,TransformationDigitale,Occasionnel,0,2
39,F,6389,Marie,RessourcesHumaines,RessourcesHumaines,9,12,8,3,3,4,2,2,3,1,3,Non,0.15,Non,1,3,3,3,RessourcesHumaines,Occasionnel,3,6
56,M,11103,Marie,Consulting,Manager,7,30,10,7,3,3,4,4,3,2,3,Non,0.11,Non,0,1,9,3,TransformationDigitale,Occasionnel,1,1
40,F,2342,Celibataire,Consulting,AssistantdeDirection,0,5,4,2,4,2,1,4,4,2,4,Oui,0.2,Non,0,2,2,1,TransformationDigitale,Occasionnel,2,3
27,F,6811,Celibataire,Consulting,Manager,8,9,7,6,4,2,2,1,1,1,3,Non,0.19,Non,0,2,7,3,TransformationDigitale,Occasionnel,0,7
29,M,2297,Divorce,Commercial,ReprésentantCommercial,1,2,2,2,4,3,1,2,4,3,3,Non,0.14,Non,2,2,10,3,Marketing,Occasionnel,2,2
53,M,2450,Celibataire,Consulting,Consultant,2,19,2,2,4,3,2,4,4,3,3,Non,0.17,Non,0,4,6,3,InfraCloud,Occasionnel,2,2
35,F,5093,Divorce,Consulting,Manager,2,16,1,0,4,3,2,1,1,4,3,Non,0.11,Non,1,2,2,4,InfraCloud,Aucun,0,0
32,M,5309,Marie,Consulting,Consultant,1,10,10,8,1,3,2,4,4,3,3,Non,0.15,Non,2,2,24,4,InfraCloud,Frequent,4,7
38,M,3057,Marie,Consulting,AssistantdeDirection,6,6,1,0,4,3,1,3,2,1,3,Oui,0.13,Non,1,0,2,5,TransformationDigitale,Occasionnel,0,1
34,F,5121,Divorce,Consulting,TechLead,3,7,0,0,2,3,2,1,3,3,3,Non,0.14,Non,1,3,8,5,InfraCloud,Occasionnel,0,0
52,M,16856,Marie,Commercial,SeniorManager,1,34,34,6,3,2,4,1,1,4,3,Non,0.11,Non,0,3,3,4,Marketing,Occasionnel,1,16
33,M,2686,Celibataire,Consulting,AssistantdeDirection,1,10,10,9,4,3,1,4,3,2,3,Oui,0.13,Oui,0,2,1,4,Autre,Occasionnel,7,8
25,F,6180,Celibataire,Commercial,CadreCommercial,1,6,6,5,3,3,2,4,2,2,4,Non,0.23,Non,0,5,26,1,TransformationDigitale,Occasionnel,1,4
45,M,6632,Celibataire,Commercial,ReprésentantCommercial,0,9,8,7,2,1,2,3,1,3,3,Non,0.13,Non,0,3,2,2,Entrepreunariat,Occasionnel,3,1
23,M,3505,Celibataire,Consulting,AssistantdeDirection,1,2,2,2,1,4,1,3,4,3,3,Non,0.18,Non,0,3,10,1,TransformationDigitale,Occasionnel,0,2
47,F,6397,Celibataire,Commercial,CadreCommercial,4,8,5,4,2,4,2,3,4,3,3,Oui,0.12,Oui,0,2,27,2,InfraCloud,Frequent,1,3
34,M,6274,Celibataire,Commercial,CadreCommercial,1,6,6,5,4,3,2,4,3,3,4,Non,0.22,Non,0,5,2,3,Autre,Occasionnel,1,4
55,M,19859,Marie,Consulting,SeniorManager,5,24,5,2,4,3,5,1,4,3,3,Oui,0.13,Oui,1,2,2,3,TransformationDigitale,Occasionnel,1,4
36,M,7587,Celibataire,Commercial,CadreCommercial,1,10,10,7,1,2,3,1,2,3,3,Non,0.15,Non,0,1,8,4,InfraCloud,Aucun,0,9
52,M,4258,Marie,Consulting,AssistantdeDirection,0,5,4,3,4,3,1,4,1,3,3,Non,0.18,Non,1,3,19,4,TransformationDigitale,Aucun,1,2
26,F,4364,Divorce,Consulting,Consultant,3,5,2,2,1,1,1,4,1,3,3,Non,0.14,Non,1,2,1,2,InfraCloud,Frequent,2,0
29,F,4335,Marie,Consulting,Manager,4,11,8,7,2,3,2,3,1,2,3,Non,0.12,Non,1,3,27,3,TransformationDigitale,Occasionnel,1,1
26,M,5326,Celibataire,Commercial,CadreCommercial,6,6,4,3,4,2,2,1,3,2,3,Non,0.17,Oui,0,2,8,3,Entrepreunariat,Occasionnel,1,2
34,F,3280,Celibataire,Consulting,AssistantdeDirection,2,10,4,2,2,4,1,4,3,3,3,Non,0.16,Non,0,2,1,4,InfraCloud,Occasionnel,1,3
54,F,5485,Divorce,Consulting,TechLead,9,9,5,3,4,3,2,1,2,3,3,Oui,0.11,Non,2,4,19,4,TransformationDigitale,Occasionnel,1,4
27,M,4342,Marie,Commercial,CadreCommercial,0,5,4,2,3,3,2,4,2,3,3,Non,0.19,Non,1,3,8,1,Marketing,Frequent,1,1
37,F,2782,Divorce,Consulting,AssistantdeDirection,0,6,5,3,4,3,1,1,2,2,3,Oui,0.13,Non,2,3,10,1,InfraCloud,Occasionnel,4,3
38,F,5980,Celibataire,Consulting,TechLead,6,17,15,7,1,4,2,1,4,3,3,Oui,0.12,Non,0,2,2,4,InfraCloud,Frequent,4,12
34,F,4381,Celibataire,Consulting,AssistantdeDirection,1,6,6,5,3,2,1,1,3,3,3,Non,0.11,Non,0,3,2,4,TransformationDigitale,Occasionnel,1,3
35,F,2572,Marie,Commercial,ReprésentantCommercial,1,3,3,2,1,3,1,4,2,2,3,Non,0.16,Non,1,1,8,4,InfraCloud,Occasionnel,0,2
30,M,3833,Marie,Consulting,Consultant,3,7,2,2,4,1,1,3,3,3,4,Non,0.21,Non,2,2,1,3,InfraCloud,Occasionnel,0,2
40,F,4244,Marie,Consulting,Manager,1,8,8,7,3,4,2,2,4,3,4,Non,0.24,Non,1,2,2,2,TransformationDigitale,Frequent,3,7
34,F,6500,Marie,Commercial,CadreCommercial,5,6,3,2,3,3,2,1,2,3,3,Non,0.17,Non,1,1,8,2,InfraCloud,Occasionnel,1,2
42,M,18430,Divorce,Consulting,SeniorManager,1,24,24,7,2,3,5,4,2,2,3,Non,0.13,Non,1,4,8,3,InfraCloud,Frequent,14,9
23,M,1601,Marie,Consulting,Consultant,1,1,0,0,3,4,1,1,3,3,4,Oui,0.21,Oui,2,2,6,3,InfraCloud,Occasionnel,0,0
24,M,2694,Divorce,Consulting,Consultant,1,1,1,0,3,2,1,2,3,3,3,Non,0.11,Non,3,4,9,3,InfraCloud,Aucun,0,0
52,F,3149,Marie,Consulting,Consultant,8,9,5,2,4,3,2,3,2,3,4,Non,0.2,Non,1,3,11,4,InfraCloud,Occasionnel,1,4
50,M,17639,Marie,Consulting,DirecteurTechnique,5,30,4,3,3,3,4,3,4,3,3,Non,0.16,Non,0,3,2,3,TransformationDigitale,Occasionnel,0,3
29,F,2319,Marie,Consulting,Consultant,1,1,1,0,2,2,1,1,4,3,3,Oui,0.11,Oui,1,1,1,2,InfraCloud,Occasionnel,0,0
33,M,11691,Marie,Consulting,DirecteurTechnique,0,14,13,9,3,3,3,3,4,4,3,Non,0.11,Non,0,3,7,3,TransformationDigitale,Occasionnel,3,7
33,F,5324,Celibataire,Commercial,CadreCommercial,5,6,3,2,1,3,2,1,3,3,3,Non,0.15,Oui,0,3,16,3,Marketing,Occasionnel,0,2
47,F,16752,Marie,Consulting,SeniorManager,1,26,26,14,3,3,4,4,3,2,3,Oui,0.11,Non,1,3,2,2,Autre,Occasionnel,3,0
36,F,5228,Marie,Consulting,TechLead,0,10,9,7,3,3,2,2,1,3,3,Non,0.15,Non,1,2,1,3,Autre,Occasionnel,0,5
29,M,2700,Marie,Consulting,AssistantdeDirection,1,10,10,7,3,4,1,3,3,3,4,Non,0.24,Non,1,3,23,2,InfraCloud,Occasionnel,0,7
58,M,19246,Celibataire,Consulting,DirecteurTechnique,7,40,31,15,4,3,5,2,4,3,3,Oui,0.12,Oui,0,2,2,4,InfraCloud,Occasionnel,13,8
35,F,2506,Celibataire,Consulting,AssistantdeDirection,3,7,2,2,4,4,1,3,3,3,3,Non,0.13,Non,0,0,1,4,InfraCloud,Occasionnel,2,2
42,F,6062,Marie,Consulting,TechLead,9,8,4,3,4,2,2,4,4,3,3,Oui,0.13,Non,1,4,1,2,InfraCloud,Occasionnel,0,2
28,M,4382,Celibataire,Consulting,AssistantdeDirection,6,5,2,2,3,3,1,3,4,2,3,Non,0.17,Oui,0,3,2,4,TransformationDigitale,Occasionnel,2,1
36,M,2143,Marie,RessourcesHumaines,RessourcesHumaines,4,8,5,2,3,3,1,2,2,3,3,Non,0.13,Non,1,2,13,3,RessourcesHumaines,Occasionnel,0,4
32,F,6162,Marie,Consulting,TechLead,1,14,14,13,3,2,2,3,3,3,3,Non,0.12,Non,1,3,4,3,InfraCloud,Occasionnel,6,8
40,M,5094,Celibataire,Consulting,Consultant,6,10,1,0,1,2,2,3,4,3,3,Non,0.14,Non,0,6,16,4,TransformationDigitale,Frequent,0,0
30,F,6877,Celibataire,Consulting,TechLead,5,12,0,0,3,2,2,4,2,2,4,Oui,0.24,Non,0,4,2,3,TransformationDigitale,Occasionnel,0,0
45,F,2274,Celibataire,Consulting,AssistantdeDirection,1,1,1,0,2,2,1,3,4,3,3,Non,0.14,Non,0,3,2,3,InfraCloud,Occasionnel,0,0
42,M,4434,Marie,Consulting,TechLead,1,10,9,8,2,3,2,2,4,2,3,Non,0.13,Non,1,3,29,3,InfraCloud,Occasionnel,7,8
38,M,6288,Divorce,Consulting,Manager,2,13,4,3,1,2,2,1,3,2,3,Non,0.15,Non,1,3,12,3,InfraCloud,Frequent,1,2
34,F,2553,Celibataire,Consulting,AssistantdeDirection,1,6,5,2,3,2,1,4,3,3,3,Non,0.16,Non,0,3,16,4,InfraCloud,Frequent,1,3
49,F,7654,Marie,Commercial,CadreCommercial,1,9,9,8,3,3,3,4,1,4,3,Non,0.18,Oui,2,3,11,3,Marketing,Occasionnel,7,7
55,M,5160,Celibataire,Commercial,CadreCommercial,4,12,9,7,3,3,2,4,3,2,3,Non,0.16,Oui,0,3,2,1,TransformationDigitale,Occasionnel,7,3
43,M,17159,Marie,Consulting,DirecteurTechnique,6,22,4,1,2,3,4,1,3,3,4,Non,0.24,Non,1,3,14,2,InfraCloud,Occasionnel,1,0
27,M,12808,Divorce,Consulting,DirecteurTechnique,1,9,9,8,3,2,3,4,2,3,3,Oui,0.16,Non,1,3,5,1,Entrepreunariat,Occasionnel,0,8
35,M,10221,Celibataire,Consulting,TechLead,3,17,8,5,3,3,3,3,2,4,4,Non,0.21,Non,0,3,7,3,Autre,Occasionnel,1,6
28,F,4779,Marie,Commercial,CadreCommercial,1,8,8,7,2,3,2,2,1,3,4,Oui,0.2,Non,0,2,2,4,Marketing,Occasionnel,7,5
34,M,3737,Marie,RessourcesHumaines,RessourcesHumaines,0,4,3,2,3,3,1,4,3,1,3,Non,0.19,Non,1,1,3,2,RessourcesHumaines,Occasionnel,0,2
26,F,2366,Marie,Consulting,AssistantdeDirection,1,8,8,7,3,2,1,3,1,3,3,Oui,0.14,Oui,1,2,5,2,TransformationDigitale,Frequent,1,7
27,M,1706,Marie,Consulting,AssistantdeDirection,1,0,0,0,4,3,1,4,3,2,3,Non,0.11,Non,3,6,3,3,TransformationDigitale,Aucun,0,0
51,F,16307,Marie,Commercial,SeniorManager,2,29,20,6,1,3,4,3,3,2,3,Non,0.14,Non,1,2,26,4,Marketing,Occasionnel,4,17
44,M,5933,Celibataire,Consulting,Manager,9,10,5,2,4,3,2,2,4,2,3,Non,0.12,Non,0,2,4,3,TransformationDigitale,Occasionnel,2,3
25,M,3424,Celibataire,Consulting,AssistantdeDirection,7,6,4,3,1,4,1,1,3,2,3,Non,0.13,Non,0,3,2,1,TransformationDigitale,Occasionnel,0,1
33,M,4037,Divorce,Commercial,CadreCommercial,1,9,9,8,1,4,2,1,1,3,4,Non,0.22,Non,1,5,1,3,TransformationDigitale,Occasionnel,0,8
35,F,2559,Celibataire,Consulting,AssistantdeDirection,1,6,6,5,3,2,1,1,4,2,3,Non,0.11,Non,0,3,27,1,TransformationDigitale,Occasionnel,1,1
36,M,6201,Marie,Commercial,CadreCommercial,1,18,18,14,2,3,2,4,4,2,3,Oui,0.14,Non,1,1,1,2,InfraCloud,Occasionnel,4,11
32,M,4403,Divorce,Commercial,CadreCommercial,2,8,5,2,2,3,2,4,3,2,3,Non,0.11,Non,1,3,13,4,InfraCloud,Occasionnel,0,3
30,M,3761,Divorce,Consulting,AssistantdeDirection,9,10,5,4,2,2,1,4,2,2,3,Non,0.12,Non,1,3,5,4,InfraCloud,Frequent,0,3
53,F,10934,Marie,Commercial,CadreCommercial,7,35,5,2,1,2,3,4,4,3,3,Oui,0.18,Non,1,3,7,2,Marketing,Occasionnel,0,4
45,M,10761,Divorce,Commercial,CadreCommercial,4,18,5,4,4,3,3,1,3,3,3,Oui,0.12,Non,1,2,9,3,Marketing,Occasionnel,0,2
32,F,5175,Marie,Consulting,AssistantdeDirection,5,9,5,3,3,4,2,3,3,2,3,Non,0.12,Non,1,3,8,2,TransformationDigitale,Occasionnel,1,3
52,F,13826,Marie,Consulting,TechLead,3,31,9,8,3,2,4,4,3,3,4,Non,0.22,Non,0,3,25,4,TransformationDigitale,Frequent,0,0
37,M,6334,Divorce,Commercial,CadreCommercial,4,9,1,0,4,2,2,3,4,3,3,Non,0.19,Non,2,2,16,4,Marketing,Occasionnel,0,0
28,M,4936,Divorce,RessourcesHumaines,RessourcesHumaines,1,6,5,1,2,2,1,4,4,3,3,Non,0.13,Non,1,6,8,2,TransformationDigitale,Occasionnel,0,4
22,M,4775,Marie,Consulting,TechLead,6,4,2,2,4,2,2,4,1,1,4,Non,0.22,Non,2,2,1,2,InfraCloud,Occasionnel,2,2
44,M,2818,Marie,Consulting,Consultant,2,10,3,2,1,4,1,4,3,2,4,Oui,0.24,Non,1,2,8,4,InfraCloud,Occasionnel,0,2
42,M,2515,Celibataire,Consulting,AssistantdeDirection,5,8,2,1,2,3,1,4,4,3,3,Oui,0.14,Non,0,2,2,1,TransformationDigitale,Frequent,2,2
36,M,2342,Marie,RessourcesHumaines,RessourcesHumaines,0,6,5,4,1,2,1,1,3,3,4,Non,0.21,Non,0,3,8,3,InfraCloud,Occasionnel,0,3
25,M,4194,Marie,Commercial,CadreCommercial,1,5,5,3,3,3,2,1,4,3,3,Oui,0.18,Non,0,3,3,1,Autre,Occasionnel,0,3
35,F,10685,Marie,Consulting,TechLead,1,17,17,14,4,2,3,3,2,3,4,Oui,0.2,Non,1,2,9,3,InfraCloud,Occasionnel,5,15
35,F,2022,Divorce,Consulting,AssistantdeDirection,1,10,10,2,4,3,1,2,1,2,3,Oui,0.19,Oui,1,3,25,4,InfraCloud,Frequent,7,8
32,M,2314,Divorce,Consulting,Consultant,0,4,3,0,4,3,1,4,2,3,3,Non,0.12,Non,1,2,1,3,InfraCloud,Aucun,0,2
25,M,4256,Marie,Commercial,CadreCommercial,1,5,5,2,3,2,2,1,1,4,3,Non,0.12,Non,0,1,4,1,Marketing,Occasionnel,0,3
49,F,3580,Marie,Consulting,AssistantdeDirection,2,7,4,2,3,3,1,1,2,3,3,Non,0.16,Non,1,2,1,3,Entrepreunariat,Occasionnel,0,2
24,M,3162,Marie,Consulting,Consultant,0,6,5,2,1,2,1,4,4,2,3,Non,0.17,Non,0,2,4,1,InfraCloud,Aucun,3,4
32,M,6524,Marie,Commercial,CadreCommercial,1,10,10,8,2,3,2,2,4,3,3,Non,0.14,Non,1,3,5,2,InfraCloud,Frequent,5,3
38,M,2899,Marie,Commercial,ReprésentantCommercial,0,3,2,2,2,2,1,2,4,3,3,Non,0.19,Non,1,3,9,3,Marketing,Occasionnel,1,2
42,F,5231,Marie,Consulting,Consultant,2,17,5,3,3,4,2,4,2,2,3,Oui,0.13,Non,1,1,3,3,InfraCloud,Occasionnel,1,3
31,M,2356,Marie,Consulting,AssistantdeDirection,3,8,6,4,4,3,1,4,2,3,3,Oui,0.19,Non,1,2,11,4,InfraCloud,Occasionnel,0,2
29,F,2800,Divorce,Commercial,ReprésentantCommercial,6,5,3,2,2,2,1,3,3,3,3,Oui,0.19,Oui,3,3,1,3,TransformationDigitale,Occasionnel,0,2
53,M,11836,Marie,Commercial,CadreCommercial,5,28,2,0,1,3,4,4,3,3,3,Non,0.14,Non,1,3,8,3,Marketing,Occasionnel,2,2
35,M,10903,Marie,Consulting,TechLead,3,16,13,10,4,2,3,2,1,3,3,Non,0.16,Non,0,2,25,3,Entrepreunariat,Occasionnel,4,8
37,F,2973,Marie,Commercial,ReprésentantCommercial,5,10,5,4,3,3,1,4,2,3,3,Non,0.15,Non,1,3,21,2,TransformationDigitale,Frequent,0,0
53,F,14275,Celibataire,Consulting,DirecteurTechnique,6,33,12,9,4,3,4,4,3,3,3,Non,0.18,Non,0,0,23,4,InfraCloud,Occasionnel,3,8
43,F,5562,Marie,Consulting,Manager,4,12,5,2,4,3,2,4,2,2,3,Non,0.13,Non,1,2,1,3,InfraCloud,Frequent,2,2
47,F,4537,Marie,Commercial,CadreCommercial,0,8,7,6,3,3,2,4,1,3,4,Oui,0.22,Non,1,2,2,2,Marketing,Occasionnel,7,7
37,M,7642,Celibataire,Commercial,CadreCommercial,1,10,10,0,1,3,3,2,4,3,3,Oui,0.13,Non,0,2,19,2,TransformationDigitale,Aucun,0,9
50,M,17924,Divorce,Consulting,SeniorManager,1,31,31,6,1,3,4,1,4,3,3,Non,0.11,Non,1,3,2,4,InfraCloud,Aucun,14,7
39,F,5204,Marie,RessourcesHumaines,RessourcesHumaines,8,13,5,4,4,2,2,4,3,3,3,Non,0.11,Non,2,2,2,3,InfraCloud,Occasionnel,0,4
